timestamp,channel,log_listener,text,Log_file_original_line,Log_file_line_number,log_file
2026.01.15 23:39:42,notify,0wnda,Regrouping to Ownda,[ 2026.01.15 23:39:42 ] (notify) Regrouping to Ownda,143,20260115_202340_94865292.txt
2026.01.15 23:40:44,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:40:44 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,230,20260115_202340_94865292.txt
2026.01.15 23:40:44,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:40:44 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,231,20260115_202340_94865292.txt
2026.01.15 23:40:44,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:40:44 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,232,20260115_202340_94865292.txt
2026.01.15 23:40:44,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:40:44 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,233,20260115_202340_94865292.txt
2026.01.15 23:40:44,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:40:44 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,234,20260115_202340_94865292.txt
2026.01.15 23:40:44,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:40:44 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,235,20260115_202340_94865292.txt
2026.01.15 23:42:38,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:42:38 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,322,20260115_202340_94865292.txt
2026.01.15 23:42:38,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:42:38 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,323,20260115_202340_94865292.txt
2026.01.15 23:42:38,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:42:38 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,324,20260115_202340_94865292.txt
2026.01.15 23:42:38,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:42:38 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,325,20260115_202340_94865292.txt
2026.01.15 23:42:38,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:42:38 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,326,20260115_202340_94865292.txt
2026.01.15 23:42:38,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:42:38 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,327,20260115_202340_94865292.txt
2026.01.15 23:44:22,notify,0wnda,"You are already managing 12 targets, as many as you have skill to.","[ 2026.01.15 23:44:22 ] (notify) You are already managing 12 targets, as many as you have skill to.",459,20260115_202340_94865292.txt
2026.01.15 23:45:17,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:45:17 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,529,20260115_202340_94865292.txt
2026.01.15 23:45:17,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:45:17 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,530,20260115_202340_94865292.txt
2026.01.15 23:45:17,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:45:17 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,531,20260115_202340_94865292.txt
2026.01.15 23:45:17,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:45:17 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,532,20260115_202340_94865292.txt
2026.01.15 23:45:17,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:45:17 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,533,20260115_202340_94865292.txt
2026.01.15 23:45:17,notify,0wnda,You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,[ 2026.01.15 23:45:17 ] (notify) You have lost your target lock on [I] AAA. All modules being used on their vessel will be deactivated.,534,20260115_202340_94865292.txt
2026.01.15 23:45:31,notify,0wnda,Regrouping to Ownda,[ 2026.01.15 23:45:31 ] (notify) Regrouping to Ownda,540,20260115_202340_94865292.txt
2026.01.15 23:45:33,notify,0wnda,"You are already managing 0 targets, as many as your ship's electronics are capable of.","[ 2026.01.15 23:45:33 ] (notify) You are already managing 0 targets, as many as your ship's electronics are capable of.",542,20260115_202340_94865292.txt
2026.01.15 23:45:33,notify,0wnda,"You are already managing 0 targets, as many as your ship's electronics are capable of.","[ 2026.01.15 23:45:33 ] (notify) You are already managing 0 targets, as many as your ship's electronics are capable of.",543,20260115_202340_94865292.txt
2026.01.15 23:45:34,notify,0wnda,"You are already managing 0 targets, as many as your ship's electronics are capable of.","[ 2026.01.15 23:45:34 ] (notify) You are already managing 0 targets, as many as your ship's electronics are capable of.",544,20260115_202340_94865292.txt
